x,y,z
-21.24,57.693,2.189453
-21.5637,58.1688,2.875854
-21.9771,58.5705,3.909363
-22.6947,58.2117,3.156677
-21.6339,57.771,3.991272
-21.201,57.5604,4.607422
-21.4818,57.381,3.187866
-22.215,57.3693,2.415649
-22.4256,57.3381,3.094238
-22.1916,58.3443,3.429626
-21.8133,58.6953,2.021729
-21.4701,59.0736,2.844666
-20.7954,59.1867,4.416321
-21.9576,58.2624,4.252563
-23.6346,56.9832,3.347778
-23.4084,56.0862,2.524841
-22.2501,57.8139,3.304871
-22.1448,59.3349,3.987366
-22.2813,59.8965,4.030273
-22.1799,59.1555,2.579468
-21.903,57.381,1.136475
-22.4217,56.8233,0.8595581
-22.2306,57.7983,0.5241699
-21.4779,58.0752,2.419556
-21.5013,57.8373,1.998352
-21.7548,57.4668,2.09198
-21.7314,57.3771,2.220642
-21.4116,57.9075,1.34314
-22.0785,57.537,0.8283691
-22.4802,56.9169,1.34314
-22.4646,56.9871,1.807251
-21.8445,57.9114,2.09198
-21.7665,58.3287,2.26355
-22.644,57.4512,1.893066
-22.566,57.6189,1.440674
-21.1074,58.3599,1.694153
-21.4272,57.6072,2.602844
-21.669,57.0924,3.792358
-21.7041,56.64,3.265869
-21.3843,57.3498,2.064636
-22.1565,57.7008,2.427368
-22.761,57.8724,2.926575
-22.8195,58.0362,3.40625
-22.1721,57.4863,3.098145
-22.9248,56.9169,3.971741
-23.6268,56.6868,2.04126
-22.7766,56.9832,2.396179
-22.0473,57.7047,3.546631
-22.4217,57.4707,3.035767
-22.9443,57.6618,2.103638
-22.9716,57.4044,0.7230225
-22.4646,57.303,0.8049316
-21.8562,57.8139,0.3447266
-21.9108,58.0167,-0.1895752
-22.1136,57.8958,-0.5678711
-21.3687,57.9894,0.3642578
-21.6222,58.5861,0.1965332
-22.956,58.0206,0.5748291
-22.4022,56.8506,0.7581787
-21.3336,56.5776,1.085754
-21.5559,56.8506,1.140381
-22.4217,58.2156,0.4188232
-22.2735,58.6407,0.5124512
-21.1698,57.9309,-0.09204102
-21.591,57.2055,-0.6107788
-22.3983,57.3108,1.105225
-21.591,57.1704,0.699646
-21.6963,56.8272,0.3330688
-21.8328,56.9052,1.206665
-22.3749,57.0846,1.136475
-22.4451,58.0986,1.815063
-22.1097,58.1337,1.662964
-22.3944,57.2523,0.9648438
-22.1175,57.3225,0.3720703
-20.8968,58.7421,1.963257
-20.7564,58.356,3.070862
-22.0551,57.108,2.579468
-22.5972,56.7453,1.116943
-21.9849,57.0261,0.9609375
-22.1682,57.5175,2.871948
-22.4997,57.693,3.367249
-22.2657,56.4918,2.259644
-21.2673,56.5854,0.4500732
-21.2829,57.4161,1.210571
-21.9342,58.7538,1.854065
-21.7275,58.6563,2.298645
-21.123,58.1103,2.446838
-21.0762,57.4161,1.678528
-22.1253,57.2991,0.7347412
-21.4701,57.3927,0.005432129
-21.2166,56.7258,0.1497803
-21.1815,56.4723,1.783875
-20.9358,56.4645,-0.1115723
-21.9303,57.2913,-0.4352417
-21.3219,56.913,0.1575317
-20.4756,57.3147,1.222229
-20.4093,56.4684,0.7035522
-20.7993,55.7586,-0.2285767
-20.8266,56.3241,1.276855
-21.0099,56.8545,2.400024
-22.1955,56.5698,1.877441
-22.3047,55.3608,-0.4391479
-21.7587,55.8093,0.5241699
-20.6082,56.2734,2.033447
-21.1581,57.0924,2.731567
-22.8702,56.796,0.8439331
-22.4139,56.328,1.230042
-21.8601,56.0433,1.56543
-22.5114,55.7976,2.197266
-22.9794,57.0417,3.293152
-22.1253,56.9169,1.269043
-21.3609,57.0261,0.6606445
-21.8796,56.7687,2.439026
-22.9989,57.0612,3.967834
-23.814,57.1275,2.505371
-23.4396,56.6517,1.670776
-22.2696,57.1236,1.760437
-22.8546,57.8802,2.13092
-23.9232,57.6891,1.41333
-23.7399,56.2227,1.077942
-22.8936,56.4411,-0.12323
-22.0551,57.7164,0.8322754
-22.5465,57.9894,1.56543
-22.449,57.7125,1.436768
-21.6495,57.3069,1.015564
-21.6924,56.4489,1.382141
-23.0808,55.5909,0.1224365
-23.5059,56.5581,0.2043457
-21.1971,57.147,2.353271
-21.5715,56.8935,1.963257
-22.7493,57.1236,-0.107666
-22.41,57.6852,0.699646
-21.1893,57.0768,1.085754
-21.5208,57.0027,2.103638
-22.3437,56.5269,2.322021
-22.41,56.1525,1.503052
-21.7275,56.3553,2.286926
-21.4155,57.537,2.11145
-22.3398,57.7827,1.479675
-22.3749,57.5994,1.085754
-21.0138,58.0323,0.4422607
-20.7096,58.1688,2.138733
-22.5816,57.4395,3.211243
-23.3109,55.6338,3.69873
-23.1432,54.3585,3.854736
-22.2657,54.495,3.45697
-21.8133,56.3241,4.52948
-22.3242,56.7492,3.90155
-22.0707,56.2773,1.795532
-21.4779,55.3959,-0.6419678
-20.8773,56.3631,-0.3104248
-21.7977,57.2055,1.101379
-22.371,56.8077,1.893066
-20.2143,55.1073,3.024048
-19.9179,53.8866,0.114624
-20.9709,55.2204,1.101379
-20.8032,56.6946,2.224548
-21.8523,56.1759,1.826721
-21.6261,55.9419,-0.1973267
-20.7252,56.8623,-0.5366211
-20.7408,57.4044,0.715271
-21.5169,57.3576,1.01947
-21.5988,56.1876,-0.4703369
-21.5364,55.7313,0.2823486
-20.9826,56.3631,0.6645508
-21.7938,58.2897,1.460144
-22.8429,58.3287,1.725342
-22.6713,57.0729,2.267456
-22.0122,55.1775,0.953125
-22.6557,54.7329,0.7581787
-23.5137,56.1876,3.03186
-23.5176,57.6267,4.981873
-23.814,56.5854,3.020142
-23.619,55.9068,1.386047
-23.1978,56.9091,1.452332
-23.8218,58.1298,2.04126
-24.0831,58.0245,1.967163
-22.4607,58.2819,1.935974
-21.942,58.1766,2.279175
-24.1299,58.2039,3.207336
-24.8787,57.4239,2.115356
-24.6447,56.016,1.600525
-22.9521,57.1743,2.836853
-23.4552,58.5315,3.367249
-25.2843,58.5549,2.856323
-23.6229,57.6033,1.163757
-21.4038,56.796,-0.1349487
-21.7938,57.264,1.347046
-23.5839,57.381,2.322021
-22.7805,56.6556,1.893066
-21.708,55.9302,0.4383545
-22.059,56.6478,-1.250366
-21.7275,57.7437,-1.203552
-22.1019,59.0736,0.4032593
-21.8172,57.7008,-1.363464
-20.9124,56.5776,-2.529541
-20.8617,56.5893,-0.2714233
-21.9771,56.8545,0.07562256
-22.9482,56.9481,0.2121582
-21.9849,56.7765,0.1185303
-22.098,55.6767,1.054565
-23.4045,55.7196,2.540466
-24.2118,54.9591,0.8049316
-23.1978,55.1151,-0.9383545
-21.8484,57.966,-0.9968262
-21.9342,59.6703,0.5826416
-22.839,59.2842,2.088074
-23.814,56.0823,1.647339
-23.6073,54.1869,1.59668
-22.8546,53.7345,1.674622
-23.5449,53.7501,3.035767
-24.2313,54.3546,2.446838
-22.9599,55.3374,0.2004395
-20.4795,57.2289,-0.1817627
-20.2377,59.4675,0.7347412
-22.1292,58.512,0.8244629
-22.9599,55.8132,-0.2636719
-22.4061,54.1245,0.5475464
-22.6908,54.1518,2.283081
-23.7945,56.0472,3.577881
-24.1962,56.9949,1.873535
-21.7977,57.1275,-0.7550659
-20.148,56.5932,-0.7940674
-22.8819,56.9208,-2.147339
-23.6853,57.9738,-1.69104
-22.2813,57.9426,-0.7160645
-21.6846,56.6244,-0.6419678
-22.2657,55.3803,-1.421936
-23.5176,55.3803,-1.706665
-22.3866,57.3108,-0.6887207
-20.3976,57.4122,0.8205566
-21.9888,56.7726,0.2121582
-23.4357,56.0472,-1.367371
-23.1939,56.016,-0.2792358
-21.0879,56.7336,1.924255
-22.1019,56.7804,2.899231
-24.7617,54.6939,1.854065
-23.6463,53.1105,1.561523
-22.5036,53.3952,1.885254
-22.7025,55.6455,3.683167
-22.566,56.796,5.172974
-22.8507,56.9052,4.108276
-23.1276,55.5753,0.8556519
-22.6011,55.6533,-0.05303955
-21.6612,57.9699,1.386047
-22.0083,58.9722,2.240173
-22.8429,57.615,3.741638
-22.956,55.8015,2.805664
-23.0847,54.9708,1.581055
-22.6752,55.2126,2.571655
-23.5839,56.796,2.552124
-22.7883,57.6618,2.357178
-21.5208,57.7749,2.002258
-21.9771,57.3927,-1.648132
-22.0473,57.8841,-1.258179
-21.24,59.0814,0.03662109
-20.4132,59.1867,0.1536255
-22.3515,58.8123,-0.6341553
-23.1588,57.7866,-0.883728
-23.0808,56.7219,0.7074585
-22.605,55.5792,3.176147
-22.6752,54.5613,2.286926
-22.9443,54.9825,1.401672
-22.254,56.3787,1.140381
-20.9241,58.2975,0.9804688
-22.0083,58.5159,1.740967
-22.3593,58.0245,2.208923
-21.9576,56.1915,3.039673
-22.8702,54.6237,2.926575
-23.9895,55.587,2.11145
-22.8702,56.3592,2.208923
-22.6752,57.264,2.618469
-22.7142,57.0378,2.454651
-22.5699,56.8077,2.836853
-23.4435,56.3436,1.140381
-23.7282,55.9614,1.354858
-22.9482,56.7609,1.682434
-22.1175,57.1197,2.255737
-21.825,57.3225,2.665222
-22.6791,57.4395,1.643433
-22.7103,57.1548,0.7386475
-22.215,57.069,1.795532
-22.4607,57.0729,2.626221
-23.3382,57.5565,0.2121582
-23.1471,57.0612,-0.02575684
-21.1776,57.147,1.994446
-20.1324,57.0417,2.290833
-22.527,56.4684,0.9297485
-23.1354,55.7664,0.1380615
-21.981,56.7843,1.920349
-20.8344,57.1197,1.39386
-21.8367,57.5136,2.173828
-22.8156,55.5675,2.169922
-22.3008,53.6331,1.003845
-21.4194,54.5223,1.046753
-22.0005,56.9364,1.705872
-23.2758,57.8178,2.75885
-23.0925,56.7219,3.316528
-21.9342,55.0917,2.068542
-22.1019,55.9068,-0.2285767
-22.8312,57.7047,0.5514526
-23.1237,58.5159,3.125427
-22.8468,57.9309,2.735474
-23.4513,56.4996,0.668457
-23.5605,56.1057,0.03277588
-23.0613,57.2445,1.140381
-22.9872,58.59,3.226868
-23.1471,58.7538,3.648071
-23.2407,57.1665,2.996765
-22.5621,55.9224,3.281433
-23.6775,55.7898,3.597351
-24.4692,56.5542,1.737061
-23.5176,57.7281,0.7581787
-21.6963,58.083,1.900879
-21.9069,58.5705,2.275269
-23.3772,58.5783,1.807251
-23.19,57.6228,1.101379
-22.5738,56.5464,1.44458
-23.6229,57.4083,1.967163
-23.8647,58.1532,1.530334
-23.775,57.8802,1.631775
-22.5816,57.6423,0.7074585
-23.1003,57.8958,-0.6107788
-24.1884,58.1766,0.383728
-22.7649,57.8568,-0.006225586
-21.5442,57.4785,0.5826416
-22.1175,56.6088,-0.3728638
-22.5582,56.9832,0.2706299
-21.4857,57.6306,1.510864
-21.5715,57.0768,0.7191772
-22.2774,56.8311,-0.977356
-22.1526,57.3342,-1.355652
-21.2127,57.6579,0.699646
-22.5504,57.5136,0.699646
-23.6034,56.9169,0.7074585
-22.5543,57.03,0.07562256
-21.3336,57.4239,0.7347412
-22.293,57.6774,1.179321
-23.4318,57.2874,1.003845
-23.2524,56.3865,0.984375
-22.0044,56.3046,0.8010254
-21.8952,56.9949,0.9453735
-23.2095,57.0885,1.132568
-23.0613,56.5113,2.290833
-21.8328,56.4567,1.725342
-22.1838,56.4996,1.159851
-22.4334,57.5136,1.265137
-21.3687,58.3287,2.524841
-22.0629,57.8685,2.439026
-23.0769,56.0394,1.487427
-21.9654,54.924,1.089661
-21.8055,56.3904,0.6021729
-21.903,58.0596,2.123169
-21.7977,59.0658,2.006165
-22.1409,58.5315,0.8985596
-22.7454,57.1704,-0.3572388
-21.5598,57.5682,-1.242554
-20.7954,58.5666,0.2784424
-21.4857,58.9683,0.9102783
-21.9849,57.5526,-1.191833
-22.1097,55.9185,-0.2441406
-21.2634,55.9536,0.9414673
-21.8874,56.8077,0.5592651
-21.162,58.4145,1.347046
-21.201,57.7203,1.88916
-21.5793,56.3124,1.854065
-21.5676,55.6026,0.06005859
-22.02,56.3787,-0.2441406
-22.2969,58.2975,1.315857
-21.4389,59.0619,2.68866
-20.8851,57.5643,1.608337
-22.1448,56.5698,0.7737427
-21.7431,55.8483,0.8673706
-20.7603,56.7219,2.595032
-21.2556,57.4941,2.454651
-22.0824,57.2757,1.854065
-22.1253,56.5035,2.474121
-21.1347,55.9224,1.865723
-21.1971,55.6767,1.88916
-21.6885,56.3202,2.154358
-20.7954,57.1314,1.432861
-20.6121,57.3654,1.846252
-20.5809,57.6189,0.383728
-20.9826,57.1938,-0.1583252
-21.5988,57.5448,0.5085449
-21.318,57.3615,0.699646
-20.9514,57.6345,0.223877
-22.0902,58.1337,0.2199707
-21.8211,58.2858,-0.6965332
-21.4116,58.3287,-1.215271
-20.6277,57.7476,-0.4313354
-20.7057,59.1282,0.5124512
-21.1464,58.5822,1.440674
-21.0333,56.757,1.159851
-20.4951,56.6322,0.2433472
-20.3586,57.7593,0.2394409
-21.6261,57.9699,0.7659302
-22.0824,58.083,0.6918335
-20.2884,57.9855,1.627869
-19.7229,57.654,1.44458
-21.8445,57.537,1.116943
-21.8757,57.6579,1.514771
-21.0918,57.6462,1.604431
-20.2767,58.6212,1.834534
-21.5793,57.4824,2.185547
-22.1097,56.4216,1.479675
-21.5286,56.4684,1.850159
-21.2907,57.4278,1.998352
-22.8585,57.9153,2.232361
-23.6073,57.9699,2.770569
-22.1799,57.459,1.573242
-20.7291,57.6228,2.31427
-21.7392,58.3209,2.583374
-22.488,57.0807,1.822876
-21.864,56.7609,1.904724
-21.1698,57.1626,2.076355
-22.0044,56.8311,1.861877
-21.7821,57.732,2.797852
-20.9553,58.5003,2.407837
-21.0411,58.8435,-0.02185059
-20.4288,58.8864,-0.6536255
-20.2845,59.2452,-0.3104248
-20.8773,59.4246,0.1029663
-20.7798,58.3755,0.715271
-20.3196,57.8763,1.230042
-20.9748,57.1158,1.249573
-21.7002,56.8857,0.9648438
-21.4584,56.9247,0.1692505
-20.9748,56.8818,-0.6107788
-19.5045,57.2562,-0.5327759
-18.9507,58.5549,0.7542725
-20.6667,57.9582,1.483521
-21.6846,56.64,1.198853
-20.9163,56.7843,0.8283691
-20.7837,56.991,0.6294556
-21.2205,57.7593,1.943726
-21.63,58.2858,3.402344
-21.5754,57.7827,3.534973
-20.7369,57.3654,2.520935
-21.1464,57.1002,1.955444
-21.5793,58.1961,2.431274
-20.9124,58.3092,3.893738
-21.396,57.4512,3.051331
-22.254,57.2055,2.357178
-21.825,57.3888,2.419556
-21.9849,59.0463,2.98114
-21.4857,59.3973,3.070862
-21.3804,58.3599,2.193359
-21.5325,57.7086,1.713623
-22.2111,57.5331,1.779968
-21.8133,58.3755,2.052979
-20.6511,59.2764,1.487427
-20.2104,58.9956,1.557678
-21.474,58.941,0.6294556
-21.201,58.8279,0.3564453
-19.9218,58.8084,2.306458
-21.3882,58.1415,1.389954
-22.4607,57.1665,-0.5405273
-20.8812,57.0924,0.7698364
-20.499,58.2702,1.733154
-21.9342,57.8997,1.982727
-23.0028,58.2039,2.24408
-22.1175,56.913,0.5436401
-20.8812,56.8311,0.4539795
-20.3586,58.9176,1.19104
-20.7447,59.9043,2.271362
-21.8328,59.2218,2.879761
-22.0902,57.4941,2.002258
-22.1214,55.86,1.604431
-21.8484,55.5207,1.951538
-21.7158,57.6228,2.419556
-21.5325,58.6173,1.456238
-20.5731,58.6719,1.963257
-20.6043,57.7359,2.088074
-20.7291,57.5292,0.9882202
-21.8679,58.0635,1.752625
-21.3258,57.615,2.442932
-22.1877,57.0807,1.577148
-22.6635,57.6579,1.522522
-21.6924,58.3599,1.557678
-20.9241,58.9878,2.345459
-20.8305,58.0596,3.293152
-21.0372,58.1337,2.53656
-21.0294,58.2468,0.3291626
-19.6683,58.1103,0.2628784
-20.3586,58.1415,0.7620239
-21.7119,57.8802,0.8595581
-21.3219,57.5487,1.354858
-20.1636,56.7063,0.3330688
-21.3024,57.2562,0.05615234
-20.9046,58.0752,0.177063
-20.2767,59.3778,-0.2870483
-19.3836,58.9176,-0.392334
-19.9296,58.3014,-0.9890747
-20.8188,58.5354,-0.3533325
-21.3258,57.9036,0.7074585
-20.9397,57.225,0.7698364
-21.5247,56.6946,0.6372681
-21.7587,56.4723,-0.02966309
-21.747,57.0846,-0.2090454
-21.1464,58.5471,0.6177368
-21.4818,57.9075,-0.0491333
-21.1542,57.1353,0.1536255
-21.1152,57.2328,1.382141
-21.1971,56.8116,1.471863
-22.3281,56.5776,1.155945
-22.293,57.2757,1.319763
-21.8016,58.1532,1.526428
-21.4506,58.239,3.800171
-21.9225,57.7398,2.407837
-22.8,57.3849,0.9063721
-21.8328,58.0908,1.643433
-20.8266,57.8451,2.548279
-22.7922,57.615,2.337646
-24.0597,57.2367,1.756531
-22.8624,57.0144,2.107544
-21.318,57.5175,2.107544
-21.6963,57.8256,0.9882202
-22.644,58.5315,1.452332
-21.5715,59.6157,1.210571
-21.4779,59.9355,0.6489258
-21.7119,59.0034,1.542053
-22.4997,58.0791,-0.006225586
-22.1526,57.4473,0.3330688
-21.5988,58.1961,-0.7355347
-20.7642,59.1087,0.5085449
-21.2985,59.2998,0.7386475
-21.9498,59.2335,0.3720703
-21.1815,58.4574,-0.9032593
-20.1792,58.4301,-0.8213501
-19.5825,58.7733,0.4890747
-21.2673,58.1064,1.163757
-22.4061,57.5058,1.795532
-20.7603,56.4372,1.791626
-20.4834,57.0417,1.900879
-21.0918,57.4278,1.627869
-21.2166,58.3209,1.998352
-21.2478,57.8373,1.620056
-20.8539,57.2562,0.4578247
-21.1464,57.069,1.066223
-21.6729,57.1275,3.199524
-22.02,56.9754,2.875854
-20.8149,56.5893,1.943726
-21.2829,57.0807,2.856323
-21.4038,57.8139,3.445251
-21.903,57.9582,2.653564
-21.357,58.1298,2.068542
-20.7213,57.6189,2.727661
-21.7041,57.3264,1.487427
-22.2579,57.4863,1.386047
-21.4818,58.3872,2.821228
-21.0606,58.1493,2.684753
-21.279,58.3521,2.146545
-21.7743,58.2819,2.240173
-21.8835,57.4278,1.01947
-21.6534,56.9403,0.4227295
-21.1308,58.1883,1.331421
-21.8211,58.4925,0.7230225
-21.5364,58.8357,0.9453735
-20.8149,58.278,2.021729
-20.7057,57.7827,1.994446
-21.5988,57.7047,1.097473
-21.8991,57.2094,1.538147
-21.552,56.5542,2.415649
-21.2673,56.8623,3.086426
-22.4373,57.9387,2.965576
-22.566,57.6696,3.195679
-22.3632,57.0846,1.678528
-21.6027,56.679,1.471863
-21.5637,56.9598,2.010071
-22.4256,56.913,1.588867
-22.2189,56.7492,3.359436
-21.0645,57.2406,2.856323
-21.6144,57.4161,2.302551
-22.4607,56.9325,1.662964
-22.9521,57.3927,2.364929
-21.5793,58.0908,2.996765
-21.3492,56.8662,1.479675
-22.4646,56.5386,1.237854
-21.9225,57.1431,1.815063
-21.3414,57.6267,2.98114
-22.7805,57.693,3.090332
-22.8312,56.835,3.141052
-22.4061,56.6088,1.12085
-21.4233,56.9325,0.6957397
-21.0489,57.615,1.046753
-22.0707,57.9036,0.6372681
-21.3804,57.6072,0.07562256
-20.7096,57.3225,0.4344482
-21.864,57.3537,0.6255493
-22.0356,57.9348,1.76825
-22.4256,57.5994,1.698059
-22.4841,56.9481,0.06005859
-22.1409,57.1041,-1.203552
-22.2072,58.4925,0.09906006
-22.3359,58.4652,0.9414673
-22.3086,58.1064,-0.4274292
-22.1019,57.3927,-0.3299561
-22.5816,56.7648,-0.5132446
-22.8312,57.4395,0.2940674
-22.5816,58.4145,0.9180298
-22.9404,57.9348,1.783875
-23.2485,57.0027,1.428955
-23.0652,57.1821,0.6918335
-22.4685,58.1454,0.9609375
-22.9053,58.2702,1.737061
-22.8897,58.0557,2.208923
-22.0902,57.4395,2.844666
-23.1237,56.6907,1.947632
-23.4396,56.8935,2.294739
-22.8897,57.6462,3.332153
-22.8273,58.6875,3.648071
-23.0184,58.2468,2.123169
-23.034,57.9231,0.2589722
-23.2563,57.9192,0.02496338
-22.3164,59.0814,0.953125
-21.825,59.409,0.05224609
-21.3102,58.8279,-0.3104248
-21.7197,57.888,0.2394409
-22.6245,57.2757,1.132568
-22.8429,57.849,1.811157
-22.0824,57.8763,1.245667
-21.8094,57.7242,0.7074585
-21.7392,56.9793,-0.4352417
-21.4779,57.3459,-0.2792358
-21.1035,58.161,-1.340027
-20.6979,58.7733,-0.2285767
-21.1815,58.2546,-0.1700439
-21.201,56.8584,-0.4586792
-21.4155,56.6712,-0.7355347
-21.3297,57.2679,0.414978
-21.1074,57.4317,1.534241
-22.0278,56.9598,0.5046387
-21.1659,57.303,-0.3650513
-20.0271,58.2936,0.9258423
-20.8383,58.0791,2.38446
-23.3772,56.6361,0.9765625
-22.644,54.9513,0.6216431
-20.6121,55.1931,2.084167
-20.4249,56.5113,3.320435
-22.0473,56.874,2.821228
-22.956,56.016,1.701965
-22.2462,55.6377,0.9960327
-21.0021,56.3709,1.070129
-22.6674,57.8373,1.709778
-22.3047,58.9254,3.191772
-21.2673,58.1493,2.458557
-22.4061,56.3943,1.772156
-22.9599,56.289,1.417236
-23.1003,56.6205,2.528748
-22.8429,57.2874,3.495972
-21.9186,57.2679,3.320435
-22.527,57.0612,2.817322
-21.942,56.9169,1.276855
-22.6713,57.3186,0.7932739
-22.1175,58.434,1.76825
-21.7977,57.8802,2.462463
-22.3827,56.9286,1.530334
-22.3086,55.743,0.5514526
-21.513,55.548,0.9492798
-21.045,56.1213,1.319763
-21.669,56.9676,0.5436401
-20.9631,57.2874,1.682434
-21.2361,56.8389,0.399353
-21.3687,56.7219,0.9297485
-20.889,56.718,1.456238
-20.3391,55.9341,2.115356
-21.1035,55.9536,2.267456
-21.4311,55.8483,1.947632
-21.747,55.7586,2.329834
-22.5114,56.8701,2.119263
-22.3749,57.4434,2.11145
-21.6105,56.991,2.142639
-21.0177,56.952,2.021729
-22.4295,56.991,1.386047
-23.0574,56.5386,1.362671
-22.4139,56.133,1.88916
-21.1971,55.977,2.247925
-21.903,56.6907,2.454651
-22.9755,56.7765,2.329834
-22.4412,56.7492,2.571655
-21.2049,57.0066,1.230042
-21.8328,58.3872,2.33374
-22.4919,58.3131,2.957764
-22.3515,57.849,0.6255493
-21.0723,57.3342,0.1536255
-21.0177,57.9114,1.483521
-21.5559,58.6914,2.095825
-21.5793,58.668,1.928162
-21.5364,57.5214,0.3486328
-21.5988,57.3771,-0.1037598
-20.9358,58.122,1.284668
-21.3882,58.6914,1.152039
-21.5169,58.395,0.8946533
-21.2907,58.1532,0.5826416
-20.9358,57.6189,0.5631714
-21.8796,58.0635,1.362671
-22.527,57.7398,1.90863
-22.7415,57.0105,1.659058
-22.1292,56.6127,0.8790283
-21.8367,57.3849,1.90863
-22.7103,58.5822,2.006165
-21.9576,58.9488,2.548279
-22.1838,58.0986,3.375061
-22.449,56.6946,3.098145
-22.3866,56.4645,1.46405
-22.4997,56.0901,2.368835
-22.6908,56.6712,3.066956
-22.5036,57.9309,3.792358
-21.8133,58.0557,3.472534
-22.7571,58.1103,2.298645
-22.8897,57.2172,2.107544
-22.2111,58.0323,3.129333
-22.5738,57.7164,4.291565
-23.3694,57.9738,3.683167
-23.1822,57.5448,1.674622
-22.1604,57.3459,0.5982666
-21.6105,58.3521,1.140381
-21.8133,58.8201,1.690247
-21.3609,58.4769,2.388367
-20.8617,57.4239,0.5397339
-21.7275,57.771,0.6255493
-21.9771,57.8373,1.308044
-22.254,57.4941,1.198853
-21.3726,56.5659,1.39386
-21.2166,56.5035,1.027222
-21.5988,56.3709,0.7191772
-21.8718,55.8678,0.1341553
-20.9397,56.6478,0.1965332
-21.0723,57.3849,1.61615
-22.0278,56.796,0.7035522
-22.9404,56.952,-0.677063
-21.7899,56.9949,-0.1115723
-20.6784,57.5916,1.76825
-21.5637,57.4824,2.602844
-22.7805,56.757,1.967163
-22.5972,55.6533,1.401672
-21.6885,55.2087,0.9453735
-21.864,56.2539,2.735474
-22.7259,56.6517,2.875854
-22.3086,56.3787,2.154358
-21.7236,56.0199,2.052979
-21.5013,56.1291,2.55603
-22.8897,56.7375,2.322021
-23.1822,56.8701,1.756531
-22.4373,55.9887,2.21283
-21.5559,56.5347,2.271362
-22.3203,57.225,2.088074
-22.8468,57.303,2.501465
-21.9654,57.0456,1.764343
-21.5169,55.8834,0.8985596
-22.4529,55.704,-0.614624
-22.3749,56.6244,-1.211365
-21.396,57.4941,-0.08032227
-21.4155,56.7453,1.198853
-22.1838,55.5714,1.01947
-21.6846,55.4583,0.07177734
-21.6534,56.1525,-0.4430542
-21.8679,56.6673,-0.3884277
-22.3086,56.4723,0.5436401
-21.9108,55.8483,-0.5405273
-20.4093,55.9692,-0.5639648
-21.3999,56.3943,1.183228
-22.4334,56.3709,0.4032593
-22.7415,56.5347,0.2823486
-21.3141,55.977,1.031128
-21.2751,55.4271,1.811157
-22.1799,55.509,0.5631714
-22.7064,55.4505,0.8361206
-21.474,55.2477,2.622375
-20.5419,55.6455,1.401672
-21.7392,56.1057,0.3525391
-21.8718,56.9403,1.740967
-21.4311,56.8389,2.013977
-22.2852,56.4684,1.046753
-23.229,55.9419,0.6801758
-22.2891,55.7742,1.206665
-20.7798,56.5035,0.9453735
-22.3983,56.3943,1.226135
-22.0512,55.8054,1.651245
-21.3453,55.9575,1.440674
-22.41,55.626,1.756531
-23.2563,55.0371,1.967163
-23.7516,55.1619,0.7386475
-22.5036,56.5191,0.07177734
-21.0021,57.5136,1.105225
-21.6573,57.7476,1.409424
-23.0925,58.1103,1.417236
-22.0395,57.4785,1.389954
-21.1854,56.1057,1.155945
-21.2244,55.4622,0.9180298
-22.0239,56.0979,1.035034
-21.942,56.9559,2.123169
-21.3102,57.3498,2.115356
-21.8133,57.03,1.29248
-23.6424,57.0066,0.6723633
-22.7805,57.2328,1.662964
-21.4623,57.108,2.080261
-22.0122,56.3358,1.487427
-22.6362,56.0784,1.409424
-23.0574,55.8288,1.206665
-22.7961,56.0901,1.729248
-22.9053,56.6205,1.452332
-23.4123,56.8896,1.206665
-23.3616,57.4512,1.389954
-22.7961,57.4473,2.255737
-23.1042,56.4801,2.072449
-22.8,56.1447,1.503052
-23.9778,55.6767,1.830627
-23.4045,56.6673,1.397766
-22.956,56.64,3.156677
-23.541,56.6439,4.158936
-23.8218,55.8561,2.368835
-23.3265,55.3647,1.202759
-22.3164,56.5815,2.142639
-21.591,57.42,3.741638
-22.9989,56.7141,3.328247
-23.5566,55.8561,0.3798218
-22.3983,55.8171,0.130249
-21.7548,57.186,0.6411743
-22.0824,57.7398,2.13092
-22.3749,56.64,2.11145
-21.6963,54.8889,0.5046387
-21.5637,54.1128,-0.5990601
-20.85,55.7742,1.062378
-21.4194,56.913,2.357178
-22.2228,56.8467,0.7347412
-21.24,55.0605,-0.107666
-20.1051,55.7196,0.001525879
-20.3235,56.8506,1.487427
-21.4077,56.9832,2.364929
-21.2829,55.5909,0.6567383
-19.602,55.3725,0.208252
-19.9803,56.367,2.400024
-22.1487,57.5097,3.433533
-23.1159,55.4622,2.185547
-21.201,54.6198,0.7542725
-20.4678,54.7602,1.074036
-21.3609,56.0238,2.454651
-23.1705,57.0339,3.152771
-22.7298,56.0511,2.11145
-21.6339,55.9731,0.699646
-21.4623,55.0566,2.107544
-22.8975,55.6767,2.907043
-23.5995,55.4193,2.368835
-22.2228,54.5028,2.173828
-21.0606,54.2649,1.460144
-21.4935,56.562,2.439026
-22.2033,57.9192,2.357178
-22.41,56.679,1.971069
-22.3164,55.4232,1.389954
-22.0356,55.9263,0.5046387
-21.6183,57.069,1.491333
-22.449,57.0768,1.471863
-22.6284,56.4216,1.335327
-21.9108,55.5831,1.276855
-21.9381,55.1619,2.692566
-22.9872,55.3062,2.520935
-22.5504,55.8639,1.830627
-22.644,56.2188,2.138733
-23.0106,55.9263,2.064636
-22.3359,56.1993,0.7737427
-22.5855,57.0183,0.6138306
-21.8133,56.991,1.713623
