x,y,z
-21.3921,56.0706,0.6294556
-20.4639,56.4177,0.5826416
-21.1269,56.8116,1.405579
-21.6222,56.9949,1.924255
-20.8773,57.0885,3.195679
-21.1425,56.2539,2.754944
-22.5387,54.9942,1.752625
-22.527,54.3741,2.04126
-21.3765,55.1151,2.899231
-21.8718,56.6244,3.070862
-22.0629,57.3225,1.315857
-22.6362,58.0128,0.8088379
-22.6323,57.3225,1.904724
-21.9849,56.1603,1.662964
-22.1019,56.3943,2.680847
-22.5465,56.6439,3.671448
-23.1081,55.7742,2.017822
-22.6947,55.9848,2.403931
-21.7236,55.7313,3.238525
-21.6573,55.9302,1.089661
-23.0652,55.782,0.684021
-22.4841,56.2695,1.331421
-20.7798,57.3615,0.9141235
-21.7743,57.8061,1.26123
-22.4334,57.3459,0.5514526
-22.5582,57.1119,-0.02185059
-21.1074,57.7476,-0.930542
-20.8188,58.161,-0.1661377
-22.527,58.0869,-0.2714233
-22.5153,57.2133,-1.737854
-20.7408,57.4746,-0.4742432
-20.5848,57.9309,0.208252
-22.8546,57.0963,-0.6731567
-22.9794,55.9653,-0.3533325
-20.7018,55.6455,-0.2597656
-19.9062,56.5893,0.5241699
-21.5754,56.8662,0.8712769
-22.4958,56.6985,0.5982666
-21.5325,56.4762,0.7347412
-20.3703,56.0706,1.581055
-22.3593,55.8717,1.721436
-22.3008,55.8912,0.5592651
-21.2634,55.1814,0.09906006
-21.4857,55.8951,-0.02575684
-21.3882,57.0222,0.5631714
-20.8773,57.7125,1.479675
-21.7197,57.5487,0.430542
-22.3203,56.1603,0.6918335
-22.3203,55.5285,0.8673706
-21.903,56.9481,1.881348
-21.0645,58.0479,2.446838
-21.4623,57.8607,2.509277
-21.7704,56.9676,0.2277222
-20.6862,57.1704,0.1536255
-20.9904,57.5643,0.2550659
-22.3125,57.8724,-0.9110718
-22.1019,58.5042,-0.4391479
-20.7681,57.9816,0.07177734
-21.3687,57.2835,0.1380615
-22.4412,56.8389,0.05224609
-22.5543,55.9458,1.24176
-21.8874,55.9419,1.311951
-21.4467,56.9715,0.8439331
-21.9927,57.576,0.9453735
-21.6534,58.0947,0.8868408
-20.7486,58.5666,1.405579
-20.9748,57.6618,1.401672
-22.0473,56.211,1.471863
-23.4474,56.0472,1.479675
-22.5309,56.8077,1.335327
-21.3843,56.8935,2.700378
-22.6752,56.6868,2.48584
-22.8897,56.9169,1.581055
-21.5598,57.0378,2.236267
-22.0005,56.2773,2.489746
-22.6206,57.0378,3.390625
-22.5894,57.5955,1.319763
-21.8874,58.044,1.097473
-21.4467,58.3131,1.214478
-21.747,58.3794,1.12085
-22.1838,57.8139,-0.12323
-21.7392,57.7047,-0.2714233
-21.3726,58.1025,1.159851
-21.6261,57.8724,2.548279
-22.8624,56.913,2.856323
-22.9053,56.7726,1.581055
-21.0762,57.3342,1.971069
-21.3102,58.3209,3.039673
-22.3437,58.6095,1.76825
-21.8913,57.7632,0.9102783
-20.8656,57.0456,-0.8135376
-20.9163,57.1431,0.1029663
-21.5208,57.3381,2.419556
-22.8819,57.498,3.363342
-22.8156,57.0612,2.692566
-21.8172,56.4879,2.598938
-21.3375,57.5721,3.402344
-22.2735,58.1883,3.215149
-21.864,58.7772,4.127747
-21.3375,57.5214,3.839172
-22.449,55.9185,2.829041
-23.502,55.6923,2.189453
-21.5676,56.9364,2.930481
-20.6511,57.8217,3.909363
-21.4857,57.8724,3.948364
-22.7142,57.6228,1.951538
-23.1783,57.0768,1.136475
-23.1432,57.2211,0.3759766
-22.1292,58.3716,2.173828
-22.2891,58.3287,3.819641
-22.6635,57.108,3.620728
-22.3944,55.2477,1.690247
-22.8663,55.1853,2.142639
-22.8741,55.6221,1.68634
-22.7844,56.9832,2.614563
-23.4045,57.4824,1.76825
-22.332,57.654,0.984375
-21.5091,58.1181,0.8127441
-22.1136,57.849,0.3915405
-23.112,57.9387,0.3642578
-23.1471,56.8116,0.6762695
-22.1448,56.2539,1.109131
-21.4818,56.4177,0.7854614
-23.3928,57.3732,-0.1037598
-21.8172,57.5487,-0.0647583
-20.8032,58.0596,1.912537
-22.4607,56.7648,0.5436401
-24.0714,55.7313,-1.601379
-23.7945,56.1486,-0.03356934
-22.0746,57.5994,0.4266357
-21.2127,58.2117,1.854065
-22.4568,56.8662,0.6723633
-22.293,56.523,-0.7394409
-21.3804,56.64,-0.5327759
-22.1721,57.4668,0.430542
-22.8195,57.4239,0.6645508
-23.2524,56.1564,0.03277588
-22.6245,55.9497,-0.1973267
-21.6417,57.1509,0.4890747
-22.5699,57.9231,0.5943604
-23.1939,57.0222,1.662964
-22.3632,56.2929,2.653564
-22.6167,56.1798,1.007751
-23.3343,57.4551,0.1887207
-23.0574,58.1142,1.947632
-22.995,57.732,2.864136
-22.4685,56.5893,1.417236
-22.8702,56.5815,0.7698364
-23.4279,57.0768,1.081848
-23.5917,57.8997,2.364929
-22.9677,57.8373,3.199524
-23.1861,57.2718,2.926575
-24.0753,57.108,1.011658
-23.346,57.2172,0.6099243
-22.2657,57.8451,3.035767
-22.4256,57.2679,3.893738
-22.8897,57.0066,0.7269287
-21.8835,57.1002,-0.6029663
-20.6238,58.083,1.417236
-21.318,58.5081,2.692566
-22.4451,57.8724,1.682434
-21.669,56.6166,0.8244629
-20.382,55.9419,0.8127441
-21.1776,56.9598,0.477356
-21.669,57.3849,0.3252563
-22.0668,56.7258,0.2511597
-21.0567,57.1938,0.192627
-20.5185,57.7398,1.76825
-22.4334,56.4021,1.846252
-22.7298,55.6104,1.538147
-22.4178,55.9185,0.9453735
-21.4038,57.0417,1.912537
-21.8094,57.2484,2.524841
-23.0418,56.4762,1.600525
-22.4958,56.4723,2.415649
-20.9202,56.4099,1.733154
-22.3359,56.3241,2.127075
-23.6346,56.1798,2.669128
-23.3811,55.6182,1.538147
-22.4139,55.4076,1.865723
-22.0473,56.0745,3.137146
-23.1783,55.9653,3.671448
-23.6775,55.8483,2.16217
-21.6885,56.1291,2.049072
-21.0801,56.328,3.332153
-22.9014,57.186,2.793945
-24.6876,56.7843,1.050659
-21.9342,56.6868,1.007751
-20.2494,56.2734,0.3057251
-22.3086,56.6829,-0.1700439
-23.1705,56.796,-0.3377686
-21.3063,58.0557,-1.301025
-18.9702,58.0284,0.1185303
-20.4327,57.1626,0.9648438
-22.9248,56.2149,-0.1583252
-22.6869,55.2321,-0.7901611
-20.2026,55.9146,-0.04522705
-20.7954,56.9832,-0.002319336
-22.8663,56.9754,0.5904541
-22.2345,55.7976,0.8712769
-21.2868,55.2633,0.5943604
-20.967,56.3358,0.9882202
-21.5637,57.0261,1.99054
-22.1253,56.0706,2.318176
-21.5169,55.7859,1.760437
-21.825,56.5698,0.4344482
-22.4178,57.147,1.276855
-22.6401,57.2835,2.177734
-22.4685,56.4216,1.276855
-22.2384,56.4138,1.335327
-21.7821,56.8545,0.06005859
-22.0629,57.5487,1.421143
-23.1978,56.5152,1.935974
-23.2095,55.9731,2.208923
-22.6557,56.8701,2.528748
-22.4334,58.1415,2.154358
-22.3944,58.2156,1.530334
-22.4646,57.7944,0.4110718
-22.0044,57.9153,0.6333618
-22.7181,57.9231,1.479675
-22.5972,58.005,0.8751221
-23.0262,58.7499,1.077942
-21.9732,58.6095,1.335327
-21.9888,58.0362,1.698059
-22.683,57.7749,1.187134
-22.6674,58.1688,0.3798218
-22.0434,58.8747,1.226135
-21.9966,58.8747,1.588867
-22.1448,57.8139,1.826721
-23.0652,57.1626,1.046753
-22.4763,56.4762,1.050659
-22.0395,57.1119,1.467957
-22.3749,58.5705,0.8361206
-21.5832,58.4028,0.2394409
-20.9046,58.0362,0.6255493
-21.4155,57.5292,0.09906006
-21.6768,57.6891,1.588867
-22.02,57.4707,2.361023
-21.2049,57.03,3.008423
-20.9865,56.7921,3.382874
-21.2634,56.6634,2.232361
-21.6339,57.2367,1.857971
-21.7548,57.7398,3.125427
-21.2985,58.2897,2.735474
-21.8718,58.7382,1.924255
-21.7275,57.9855,1.830627
-22.2423,57.6735,1.370422
-21.513,57.4824,2.286926
-21.2868,57.6462,3.897644
-22.3905,57.2367,2.142639
-22.6869,57.4785,1.600525
-21.084,57.2679,1.90863
-21.5208,57.9777,1.994446
-22.6128,58.1883,2.076355
-22.4841,57.9699,1.089661
-21.8601,57.381,1.058472
-21.3648,57.7398,1.148132
-21.5364,58.5549,1.202759
-21.3531,58.6875,1.222229
-20.3586,57.5331,1.035034
-21.1503,57.8022,1.526428
-22.0356,56.7219,1.66687
-21.123,56.7843,1.327576
-21.0216,56.1252,1.475769
-21.0294,55.4895,2.747131
-21.3843,56.0121,3.047424
-21.9108,56.1408,2.177734
-21.4584,57.2757,1.670776
-21.3648,57.1587,2.949951
-21.1971,56.8857,4.217468
-21.903,55.5441,3.094238
-22.1916,55.7469,1.721436
-21.5442,56.5308,2.540466
-21.513,57.4395,3.866455
-21.864,57.8958,4.506042
-23.1354,56.8233,2.985046
-22.5309,56.172,1.830627
-20.7993,56.6985,2.977234
-21.24,57.7866,3.534973
-23.9583,57.5799,2.567749
-23.4708,56.8779,2.329834
-21.9342,56.6322,1.705872
-22.2033,57.342,1.803345
-22.7298,57.8724,1.951538
-22.4685,57.7983,2.497559
-22.7103,57.0573,1.179321
-21.8484,57.4746,1.015564
-20.5653,58.3833,0.8907471
-21.1698,58.0947,2.13092
-22.4334,57.264,1.834534
-22.4295,56.3241,-0.4859619
-21.1113,56.5893,0.3876343
-20.7642,56.2812,1.698059
-21.7236,56.9598,2.205078
-22.4451,55.665,0.1419678
-20.85,56.1057,-0.4742432
-20.9241,57.225,0.8088379
-22.332,56.7219,1.756531
-22.0473,55.938,1.99054
-21.2985,55.626,1.101379
-21.3258,54.9006,1.877441
-22.2735,55.8639,1.994446
-22.254,57.1938,1.366577
-21.7548,58.4301,0.9570313
-22.4178,57.3966,1.311951
-22.4178,56.7492,1.577148
-23.1315,56.6283,1.869629
-23.4708,56.9481,1.682434
-23.3616,57.225,1.304138
-23.6619,58.2897,0.4071655
-23.3655,58.9644,0.477356
-22.4646,59.5962,1.503052
-21.8952,58.6797,1.089661
-22.5231,58.1454,0.2355347
-22.4295,57.8061,0.02105713
-22.2111,57.7632,1.058472
-22.1019,57.3225,0.8010254
-22.2306,57.5487,0.6021729
-22.8078,58.4301,-0.3728638
-21.9459,58.9371,-0.3221436
-21.7236,58.5276,0.8595581
-22.2696,57.7086,-1.386841
-21.2829,57.693,-1.511658
-20.7135,57.3966,0.08343506
-21.7041,56.9442,0.2589722
-23.5371,57.3966,-0.3221436
-22.8741,57.0768,0.2901611
-21.3102,57.4512,-0.5990601
-21.1269,58.4262,-0.2168579
-22.3983,59.0112,0.3564453
-22.5387,59.0229,0.3408203
-21.3336,58.6056,-0.03747559
-21.6222,58.3365,0.009338379
-22.3437,57.693,-0.06866455
-22.098,57.6501,-0.04522705
-21.4584,57.2601,0.8751221
-20.7291,57.7983,1.233948
-21.7782,58.0479,0.6060791
-21.9888,57.6735,-0.2207642
-21.5091,57.7827,1.643433
-21.2127,57.8919,1.846252
-21.7665,58.7226,1.315857
-22.995,58.6212,2.11145
-22.2189,57.693,2.11145
-21.6924,57.6696,2.088074
-21.9147,57.7047,0.414978
-22.3437,58.4457,0.8556519
-22.2345,57.3888,2.470276
-21.6066,56.6673,1.374329
-22.0278,56.6517,1.105225
-22.293,57.4161,2.540466
-21.3999,58.6602,2.513123
-21.4311,57.9777,2.559937
-22.3359,57.0807,2.579468
-21.8718,56.8506,2.735474
-21.2595,57.2172,2.918762
-21.1737,58.2663,2.431274
-22.1097,58.3404,1.729248
-21.8991,58.0206,1.035034
-21.357,58.0596,2.119263
-21.708,58.1454,2.637939
-22.2969,58.4808,3.663635
-22.1643,57.7281,3.211243
-22.5621,56.5113,2.154358
-21.9654,56.4957,2.407837
-22.1604,57.5292,1.183228
-22.0512,58.7811,1.737061
-21.4545,58.785,2.232361
-21.4428,57.537,2.973328
-22.8,55.7274,1.440674
-22.3554,55.4856,2.887573
-21.4389,56.562,3.690979
-22.5036,56.7609,3.542725
-23.0574,56.1954,3.402344
-23.1822,56.0121,2.766663
-22.8858,56.9715,1.63562
-21.8328,57.7593,3.191772
-21.9381,58.0596,4.389038
-23.3265,56.952,3.246338
-23.2641,55.3803,2.283081
-22.1799,55.3413,2.337646
-21.7821,56.1369,3.051331
-22.722,57.3888,3.632446
-23.0262,57.0066,1.631775
-22.1487,56.3319,-0.1778564
-21.1932,57.5487,-0.4352417
-21.3063,57.7788,1.491333
-22.3788,56.952,1.865723
-22.7025,55.5402,1.042847
-21.3804,54.7173,0.3720703
-20.5965,54.7524,0.3876343
-21.6222,56.3865,0.2160645
-22.2228,57.3264,-0.002319336
-20.9514,58.3326,-0.3572388
-20.5809,56.9208,0.2589722
-21.8796,55.3764,0.7035522
-22.7571,55.3569,0.383728
-22.449,55.4076,1.350952
-21.9654,55.2828,0.192627
-21.903,56.1252,0.8907471
-22.1526,57.5253,1.421143
-21.8835,57.2211,1.994446
-22.0512,56.4567,1.276855
-21.4428,56.6673,2.517029
-22.1955,56.2461,2.988953
-23.4045,55.0722,2.134827
-24.7071,54.3429,1.737061
-22.995,54.7017,1.257324
-23.3616,56.8974,1.011658
-23.1549,58.824,0.5475464
-22.8273,59.097,0.6372681
-21.9615,58.5705,0.5670776
-22.4061,59.0385,1.581055
-23.3928,58.239,3.862549
-23.9505,55.821,4.876526
-24.6096,54.3078,2.224548
-24.0051,54.9318,-0.2519531
-22.4724,56.8116,-1.031921
-22.2735,58.9527,-0.7316284
-22.3086,60.0252,-0.1973267
-22.4334,59.4441,-1.550659
-22.9209,58.0986,-1.098267
-23.1159,57.3303,2.072449
-23.346,56.3007,3.893738
-23.619,55.6884,2.77832
-22.9248,55.8717,0.383728
-20.6004,58.3014,1.124756
-20.421,60.3372,1.089661
-21.6846,59.9316,0.383728
-21.6339,58.8513,0.05224609
-21.3063,58.2312,0.9648438
-21.9576,56.3163,2.618469
-23.3226,55.1697,3.534973
-23.9661,53.7618,3.320435
-23.3187,54.5574,1.378235
-22.0239,56.7297,0.9804688
-21.6612,59.5572,1.994446
-21.9654,60.3567,0.6801758
-21.9927,59.5806,0.9492798
-21.5325,58.2,2.637939
-22.9014,56.9208,4.158936
-24.4926,55.3959,5.679932
-24.594,55.0215,4.619141
-23.4669,55.4739,1.959351
-21.6378,57.4785,0.3681641
-20.4483,60.618,1.366577
-21.1971,61.8777,2.021729
-21.5754,60.6687,2.138733
-22.3047,57.3303,2.567749
-22.9014,55.1424,2.462463
-23.0886,54.9318,3.390625
-24.2703,55.7079,4.252563
-23.9154,56.0589,1.495239
-22.3281,56.9325,-0.4898682
-20.6745,59.2881,-1.297119
-20.9319,60.657,0.4188232
-21.6339,60.0525,2.119263
-21.6846,56.8428,1.830627
-22.4334,54.5613,1.604431
-22.722,53.4693,2.415649
-22.839,54.3195,3.999023
-23.541,55.0137,3.722168
-22.4646,55.9029,-0.002319336
-19.992,57.9192,-2.178528
-20.3235,60.4971,-1.53894
-21.1776,60.9222,1.062378
-22.5972,59.3817,1.514771
-23.2407,55.6533,2.439026
-22.7142,54.1518,3.636353
-24.4068,53.4966,3.620728
-24.4497,53.5746,2.442932
-21.7977,55.2555,0.6138306
-19.2471,58.3872,-0.7784424
-19.9842,60.2007,-1.394653
-21.7626,60.8325,-0.7706299
-22.5426,58.1337,1.386047
-22.6128,55.0644,1.584961
-23.7399,53.8866,2.653564
-23.6697,53.4225,5.02478
-22.8858,53.5941,5.130066
-22.7181,54.378,2.435181
-21.4077,56.4021,-1.125549
-20.8773,58.5744,-0.392334
-20.4483,60.2046,0.6723633
-21.8874,58.8981,0.8439331
-22.2033,55.9926,0.5787354
-20.9748,53.8866,1.631775
-21.8679,53.6487,4.240845
-23.697,52.6386,4.236938
-24.555,51.6714,2.513123
-22.0395,52.857,0.9960327
-21.2166,55.9848,-1.055359
-21.7041,59.3154,-1.769043
-20.538,60.2553,-0.3221436
-20.6472,58.2039,0.953125
-21.5637,55.938,-0.645874
-23.0808,55.0176,0.1224365
-23.2914,54.4482,1.893066
-22.4061,54.6705,2.049072
-22.6245,55.6182,0.5982666
-21.7977,57.225,-1.340027
-21.5754,58.902,-0.4586792
-22.0746,59.643,1.530334
-22.5036,58.941,2.361023
-23.4162,56.2188,2.883667
-23.0028,54.4989,3.195679
-24.0129,53.637,4.509949
-24.4341,54.2961,3.277527
-23.9973,56.406,1.370422
-23.1276,57.5292,-0.2519531
-21.8718,59.1009,0.005432129
-22.8429,60.2358,0.2823486
-23.619,59.8302,0.4266357
-21.8952,58.4691,2.860229
-21.3024,56.8584,4.759521
-23.4825,55.2906,7.15802
-25.9434,53.0871,6.674438
-25.3701,52.4904,3.83136
-23.6658,53.9061,1.187134
-22.7259,57.6423,1.179321
-23.346,61.3824,1.561523
-22.0395,62.3652,2.294739
-21.3297,61.5345,-0.1544189
-21.4194,59.5182,-0.5951538
-21.8874,58.2,1.928162
-22.995,57.1938,2.169922
-22.8195,54.9552,1.807251
-22.3515,54.6393,1.194946
-21.3687,57.2874,0.1965332
-20.9436,60.2826,0.9141235
-20.6121,60.15,1.105225
-21.9498,58.5549,1.725342
-22.4919,56.5854,1.510864
-20.5809,55.977,2.04126
-20.967,55.2789,4.619141
-23.5449,54.417,4.864868
-23.931,54.2181,1.655151
-21.5832,55.1697,0.223877
-20.6355,58.1961,-0.2051392
-21.2829,61.4409,1.44458
-21.5325,61.0587,2.684753
-20.9319,58.0557,2.856323
-20.6199,55.2126,3.433533
-22.1955,54.0543,5.726746
-24.1455,53.8047,6.366333
-23.4903,53.7267,5.114441
-21.1659,53.6799,2.286926
-21.864,55.5363,-0.2324219
-22.1487,59.1945,-0.3845215
-20.3079,62.9151,1.331421
-20.2728,62.8488,0.6099243
-21.2751,59.6352,-1.788574
-21.3687,57.4902,-1.102173
-21.8094,56.0823,1.101379
-22.8819,54.9552,2.883667
-23.4318,54.573,1.339233
-22.4958,54.7017,-1.476563
-20.6355,56.8389,-1.340027
-20.07,59.4363,-0.8252563
-21.2556,59.9394,-0.4235229
-20.9748,58.4847,0.5436401
-20.0193,56.8974,1.300232
-22.0902,55.1112,1.382141
-23.5917,53.9373,3.277527
-23.0808,53.8983,4.03418
-22.1799,54.0543,1.253479
-22.1448,54.8889,-1.558472
-22.6557,58.0557,-0.3962402
-21.0684,61.242,1.90863
-20.2806,60.4971,2.279175
-21.435,56.9169,1.370422
-23.5332,54.2454,2.517029
-24.1962,53.4264,5.102722
-23.1003,53.0403,6.389771
-23.5683,52.8531,5.19635
-24.0324,52.9584,2.068542
-22.8156,55.86,-1.628662
-21.4857,60.5361,-2.432068
-20.1636,63.5781,-1.901672
-19.7073,64.7637,-0.0569458
-21.24,61.164,0.5397339
-22.6245,56.4957,-0.06866455
-22.9014,53.637,1.206665
-23.658,53.1612,3.382874
-24.6759,53.4069,4.49823
-23.7594,54.0192,1.530334
-21.6378,55.2009,-1.593567
-20.3898,58.6017,-2.989746
-20.304,61.125,-2.439819
-20.5029,61.8621,-1.258179
-20.9514,59.8848,0.208252
-21.3453,56.4762,-0.6224365
-22.3437,53.7228,0.223877
-23.1978,52.0146,2.403931
-22.5348,52.6932,2.46637
-21.5403,54.4404,0.2199707
-21.5832,56.9949,-1.655945
-19.8438,60.5166,-1.371277
-18.5685,61.9245,-0.01403809
-20.2611,60.0603,1.124756
-21.8016,56.3475,2.454651
-22.7727,52.8999,2.493652
-23.5137,52.1043,4.022461
-22.878,53.1807,6.069946
-22.5621,55.08,5.055969
-22.8351,58.7109,-0.4742432
-21.0645,61.866,-2.209778
-19.4148,63.7809,-1.293274
-19.8048,64.245,-1.702759
-20.9202,61.8816,-0.3806763
-21.9888,57.7554,0.114624
-23.3304,54.4365,3.566162
-24.1143,53.6331,5.438171
-24.6252,53.0559,5.77356
-24.1494,53.8281,3.944458
-22.1682,56.0706,0.7230225
-20.5029,59.4831,-1.835327
-19.8672,63.3597,-1.359558
-19.7229,64.4322,-0.7745361
-20.07,62.6421,-1.733948
-20.9007,59.8107,-0.138855
-22.1604,56.9364,3.874268
-24.0129,54.0387,6.276672
-25.3116,52.1745,5.016968
-23.4318,52.545,3.410156
-21.2985,55.5987,1.83844
-19.5357,60.891,0.192627
-19.5669,62.958,0.8985596
-19.9569,62.6343,-0.4586792
-19.8789,60.6687,-1.792419
-20.9514,57.7593,0.1341553
-22.2462,56.0199,2.879761
-23.2992,54.339,4.732239
-22.6791,53.8125,5.208069
-21.4272,54.5886,3.351624
-20.9397,56.4762,0.2940674
-21.2361,59.6274,-0.4586792
-20.2611,61.866,-1.663757
-18.9039,62.7552,-0.614624
-19.3329,61.4292,1.698059
-21.8133,57.537,3.889832
-24.1104,54.1479,3.975647
-24.0285,52.5216,3.874268
-23.853,53.2509,6.452148
-23.9739,55.5207,6.034851
-23.3265,57.576,2.423462
-22.2462,59.4246,-2.303345
-19.563,62.2677,-5.123047
-19.3056,64.5726,-2.599731
-20.5146,63.1413,0.9258423
-21.9888,59.2686,2.33374
-23.1705,54.5613,4.490479
-23.1939,51.531,5.886658
-24.3483,50.9733,7.641663
-24.9567,52.2291,5.757935
-22.9833,54.3078,1.456238
-20.2299,58.4613,-2.549072
-18.8649,63.1647,-2.174622
-19.7892,65.45399,-2.022522
-20.6823,63.7263,-1.523376
-20.4405,58.8201,-0.7706299
-20.8578,54.9747,0.2589722
-24.8085,52.9467,3.215149
-24.8904,52.8258,5.016968
-22.1136,54.0933,5.344543
-20.3976,55.0527,3.593445
-21.1464,56.7375,-0.2831421
-21.903,59.4402,-2.26825
-20.7993,62.2092,-1.581848
-18.9858,62.1312,0.5631714
-20.655,59.5299,2.181641
-22.0239,56.6595,3.226868
-22.9794,53.3562,5.17688
-23.1783,52.0263,5.040344
-23.0106,52.779,5.383545
-22.5894,54.7992,3.375061
-22.3827,57.0807,0.02886963
-20.3937,60.7233,-3.282227
-18.8337,64.1982,-3.414856
-19.4811,65.5827,-1.667664
-21.3609,61.9752,0.9297485
-22.02,56.6985,3.160522
-22.0746,52.5879,5.722839
-23.8647,50.6652,7.704041
-25.2843,49.4562,7.470032
-23.6814,50.5677,4.229126
-20.5263,55.4388,-0.5444336
-19.0755,61.4331,-4.054443
-18.4866,65.9181,-4.276733
-18.471,66.9945,-2.864929
-18.588,64.2801,-2.217529
-20.3118,59.3349,-1.866577
-21.6807,54.7329,2.864136
-23.2485,52.2174,8.062866
-24.087,50.2596,7.645569
-24.3132,50.5638,4.20575
-22.1877,55.0956,0.5592651
-19.2666,60.9534,0.3330688
-18.276,65.2122,1.17157
-20.1051,64.7598,-0.8642578
-20.9748,61.3785,-2.907837
-20.3157,57.9387,0.4851685
-21.1737,56.9403,5.562927
-23.541,55.1151,7.98877
-25.2141,52.7751,7.349121
-23.7243,51.8781,4.096558
-21.2205,55.236,1.269043
-21.6495,60.7584,0.7269287
-21.4935,64.3074,-0.1154785
-20.5614,64.8534,-0.0413208
-19.407,63.1725,1.432861
-21.2049,60.4035,2.598938
-23.4669,57.5643,4.564575
-24.3483,54.6588,7.130737
-24.8514,52.6191,9.369324
-24.6876,51.6597,7.161926
-25.1517,53.1651,2.294739
-23.6619,58.8513,-0.9188232
-20.538,64.6428,-1.792419
-19.368,67.20119,-4.448364
-19.368,66.9048,-4.506836
-19.7268,64.4985,-3.282227
-21.5871,60.5283,-0.4703369
-24.0012,56.3163,3.507629
-23.6463,53.8515,4.907776
-23.9427,52.7634,4.896057
-23.8998,53.6253,2.942139
-22.8039,57.6462,0.652832
-19.9491,62.3301,-1.663757
-18.1434,64.2021,-3.399231
-19.1808,63.2739,-4.050537
-21.3024,61.0977,-1.909424
-21.513,59.0775,1.128662
-21.2244,57.0495,4.864868
-23.1315,53.9724,6.093323
-24.7227,52.7985,5.048157
-24.4107,53.1651,3.265869
-22.4529,55.782,1.68634
-20.9982,60.0564,0.1731567
-20.4483,64.0188,-0.1817627
-20.6394,63.9018,-0.5210571
-21.2634,61.3902,-1.788574
-21.2361,58.3716,-1.332275
-21.6066,57.1119,2.630127
-22.8429,56.6361,7.251648
-23.3928,56.1486,8.140869
-23.7906,54.5028,5.761841
-23.2563,53.9217,3.070862
-21.3297,56.8194,1.027222
-21.3414,60.9417,1.011658
-20.5692,62.646,-0.5288696
-20.2455,62.4003,-3.85553
-19.0521,62.3925,-4.627747
-18.8259,62.7786,-1.597473
-21.1035,61.5345,1.822876
-23.2251,58.0791,3.776733
-22.8078,53.8008,3.577881
-22.2579,52.6932,3.999023
-23.0613,53.8359,3.921021
-22.4958,57.0066,0.6489258
-20.1051,59.7678,-3.048279
-17.3868,62.2365,-4.031067
-17.7729,63.1491,-2.357971
-20.3859,61.5735,0.7620239
-22.1253,58.0245,2.341553
-23.1783,54.3507,3.215149
-23.3733,53.1846,3.612976
-23.4045,54.3156,5.566833
-24.1611,55.8951,4.182373
-22.254,57.5643,0.2550659
-19.3056,58.9956,-2.088867
-19.4421,61.8426,-1.983521
-20.8695,63.2076,0.8205566
-22.6869,61.7685,1.386047
-23.151,58.1454,0.8478394
-22.8,55.7274,3.164429
-23.9934,55.3842,5.703369
-24.5511,55.4388,6.023132
-23.5449,55.1346,4.353943
-21.9732,55.8249,1.296326
-21.1659,58.0128,0.937561
-21.7041,61.0431,1.44458
-22.8312,61.4994,0.6060791
-21.8757,59.8809,-1.928955
-19.7658,59.0385,-3.800964
-19.8477,60.1539,-2.385254
-21.3882,60.8091,0.3759766
-21.474,59.2257,1.88916
-21.4389,56.1291,2.949951
-21.5325,53.8164,1.323669
-22.6635,53.5239,0.08343506
-22.566,55.9536,-0.6263428
-19.7658,59.5143,-0.3494263
-18.5685,61.7217,-1.230835
-19.914,61.2381,-2.299438
-21.4389,59.6157,-2.354065
-20.9982,57.8997,0.09515381
-21.2361,56.3202,2.860229
-23.2953,54.6432,4.014648
-23.4279,54.339,3.207336
-22.7298,54.8772,1.382141
-21.1581,57.225,0.5436401
-21.1347,60.3138,-1.187927
-21.7314,62.3925,-2.775269
-21.6027,62.4783,-3.92572
-20.3781,60.7974,-0.7862549
-21.3882,58.3287,2.532654
-24.0675,54.9747,3.351624
-24.8241,52.8609,1.698059
-23.2407,54.1518,1.046753
-20.8695,57.9933,0.5319214
-20.6121,62.334,0.6177368
-21.2517,63.5313,0.5397339
-20.8617,61.1601,0.1263428
-20.9163,57.849,-0.6224365
-22.7688,56.1759,-1.016357
-23.9427,55.4037,-0.5444336
-22.3359,56.2929,-0.7433472
-20.7408,59.2881,-2.400879
-18.6855,61.7295,-1.854858
-19.3446,61.4058,0.4344482
-21.2985,58.8552,1.128662
-20.9163,55.7664,0.7659302
-20.2104,53.5785,1.678528
-21.7938,54.0348,2.80957
-23.1939,55.1814,3.004578
-22.2813,55.6845,-0.2753296
-18.666,57.8724,-0.2987671
-18.3228,60.9573,1.748779
-21.4077,61.2654,1.81897
-22.2813,58.9605,1.978821
-20.5497,56.055,2.673035
-20.8188,54.7251,4.65033
-23.6541,54.0309,5.62146
-24.5043,54.4326,4.299377
-21.5676,55.8717,1.24176
-19.0287,58.5627,-0.3533325
-19.6215,61.2849,0.3447266
-21.1152,61.6749,0.4383545
-21.4311,59.2296,0.5670776
-20.8812,56.1603,2.251831
-22.1253,55.6143,2.700378
-24.1182,55.4661,3.726074
-23.4435,57.0339,3.03186
-20.6706,58.2039,2.166077
-19.9491,58.4613,2.700378
-20.9943,59.0892,3.148865
-22.3242,58.2468,3.144958
-22.1136,56.0979,1.085754
-20.6862,55.7625,2.197266
-21.5832,55.6689,2.052979
-23.0028,56.4996,0.9336548
-21.435,57.8646,1.046753
-19.1106,59.1204,1.39386
-19.0053,59.7717,2.306458
-21.6651,58.6173,2.988953
-23.6892,56.3943,3.222961
-21.8913,54.8109,3.796265
-21.2868,54.7563,3.117676
